#{"t_start": 1615009006.4983943, "env_id": "NovelGridworld-v0"}
r,l,t
38,13,23.382692
46,5,23.390039
41,10,23.426743
33,18,23.445411
45,6,23.452989
45,6,23.464068
43,8,23.473135
44,7,23.482588
38,13,23.498396
41,10,23.513308
42,9,23.523556
45,6,23.531036
49,2,23.534469
50,1,23.53638
49,2,23.539511
49,2,23.542356
47,4,23.546836
42,9,23.562195
49,2,23.564688
46,5,23.569902
46,5,23.575835
44,7,23.582615
41,10,23.610386
49,2,23.612697
50,1,23.614148
48,3,23.617738
40,11,23.629689
50,1,23.631495
43,8,23.640767
49,2,23.643958
38,13,23.661344
46,5,23.666487
49,2,23.669157
48,3,23.672621
42,9,23.681712
46,5,23.68756
43,8,23.700854
42,9,23.710553
44,7,23.718778
43,8,23.729087
43,8,23.739274
35,16,23.776653
42,9,23.786234
47,4,23.791576
39,12,23.806887
47,4,23.812605
45,6,23.821564
50,1,23.823802
50,1,23.8259
46,5,23.833125
47,4,23.839398
50,1,23.846569
39,12,23.85987
49,2,23.863271
42,9,23.873821
44,7,23.88333
43,8,23.893064
38,13,23.906491
48,3,23.910832
44,7,23.91872
41,10,23.930468
41,10,23.965199
40,11,23.975223
39,12,23.993011
44,7,23.99939
43,8,24.007897
46,5,24.01454
50,1,24.016411
38,13,24.032689
49,2,24.036024
38,13,24.050215
33,18,24.068051
35,16,24.087425
41,10,24.098782
50,1,24.100857
49,2,24.107934
47,4,24.112748
39,12,24.146641
45,6,24.152986
45,6,24.159501
45,6,24.16656
46,5,24.173599
47,4,24.179902
45,6,24.187792
26,25,24.220565
46,5,24.226123
44,7,24.235096
31,20,24.259188
41,10,24.269699
45,6,24.276561
46,5,24.283201
47,4,24.288893
50,1,24.290574
45,6,24.317651
47,4,24.322305
43,8,24.330985
49,2,24.334117
31,20,24.35488
39,12,24.367688
44,7,24.37595
49,2,24.379196
44,7,24.394761
50,1,24.39641
47,4,24.401042
41,10,24.412654
49,2,24.415579
42,9,24.427475
46,5,24.432649
43,8,24.442126
48,3,24.446321
36,15,24.461677
39,12,24.496706
-9,60,24.564011
47,4,24.569088
47,4,24.574773
47,4,24.580438
39,12,24.596139
50,1,24.598162
47,4,24.603819
49,2,24.606931
45,6,24.616279
49,2,24.620611
45,6,24.628652
50,1,24.630696
46,5,24.637757
37,14,24.677279
48,3,24.680748
46,5,24.691201
36,15,24.70889
44,7,24.716631
49,2,24.719234
50,1,24.720942
47,4,24.725605
39,12,24.737229
47,4,24.742609
42,9,24.753574
38,13,24.767638
38,13,24.784283
46,5,24.791778
36,15,24.813209
49,2,24.815651
41,10,24.825238
26,25,24.866961
45,6,24.873348
45,6,24.879942
50,1,24.881968
47,4,24.88744
47,4,24.892937
48,3,24.897561
45,6,24.907143
45,6,24.917009
50,1,24.919117
41,10,24.930251
42,9,24.941259
49,2,24.944738
44,7,24.955611
41,10,24.964613
50,1,24.966116
49,2,24.968424
43,8,24.977985
44,7,24.986855
46,5,24.993999
49,2,24.997287
45,6,25.00622
45,6,25.034297
45,6,25.04139
48,3,25.044882
49,2,25.047213
43,8,25.055797
35,16,25.074245
50,1,25.076409
28,23,25.105804
48,3,25.109906
49,2,25.113001
48,3,25.11726
50,1,25.119133
50,1,25.120978
50,1,25.123108
44,7,25.133283
45,6,25.142463
47,4,25.148745
41,10,25.159003
41,10,25.169936
38,13,25.185746
46,5,25.214384
47,4,25.21912
47,4,25.22363
40,11,25.235207
48,3,25.239401
44,7,25.251618
49,2,25.253957
49,2,25.25626
47,4,25.2606
39,12,25.273332
50,1,25.275141
47,4,25.280651
49,2,25.283937
49,2,25.287259
39,12,25.301883
49,2,25.304935
42,9,25.316048
48,3,25.320765
41,10,25.335408
46,5,25.344326
36,15,25.359829
42,9,25.370194
40,11,25.402722
47,4,25.406543
43,8,25.414889
46,5,25.421124
48,3,25.425157
50,1,25.427263
50,1,25.42943
43,8,25.441517
48,3,25.446566
47,4,25.451829
47,4,25.456652
46,5,25.462593
42,9,25.47209
50,1,25.473747
48,3,25.477836
43,8,25.48855
49,2,25.491748
42,9,25.504516
47,4,25.509854
45,6,25.518316
49,2,25.527256
49,2,25.530811
44,7,25.537519
47,4,25.542482
49,2,25.545028
49,2,25.54758
37,14,25.562186
50,1,25.583308
41,10,25.593378
50,1,25.595015
45,6,25.601422
50,1,25.603186
39,12,25.618183
48,3,25.623127
45,6,25.632602
48,3,25.637371
44,7,25.646846
50,1,25.648632
45,6,25.655139
42,9,25.664841
49,2,25.667824
29,22,25.700381
50,1,25.702841
47,4,25.708932
46,5,25.716092
48,3,25.720802
42,9,25.734021
48,3,25.738884
43,8,25.750146
41,10,25.775434
49,2,25.777507
49,2,25.77951
46,5,25.784053
46,5,25.788543
37,14,25.801861
48,3,25.806072
50,1,25.808026
46,5,25.819793
49,2,25.822293
48,3,25.825735
50,1,25.827274
21,30,25.861461
45,6,25.869157
43,8,25.879097
46,5,25.885716
47,4,25.889855
49,2,25.892032
37,14,25.905254
49,2,25.908119
49,2,25.911055
50,1,25.912873
40,11,25.945471
39,12,25.959764
46,5,25.964366
42,9,25.972147
43,8,25.980248
48,3,25.984013
45,6,25.991374
47,4,25.99698
50,1,25.999004
43,8,26.010076
39,12,26.026468
50,1,26.028712
46,5,26.034626
47,4,26.040012
46,5,26.046855
43,8,26.055665
42,9,26.066269
46,5,26.073305
39,12,26.091174
50,1,26.092563
45,6,26.118006
42,9,26.126774
48,3,26.130061
43,8,26.139424
44,7,26.148173
45,6,26.154707
49,2,26.15727
47,4,26.162043
49,2,26.164906
47,4,26.170072
43,8,26.180025
50,1,26.18218
32,19,26.208583
46,5,26.216476
45,6,26.230717
49,2,26.232983
48,3,26.235974
48,3,26.238868
44,7,26.245357
49,2,26.247449
48,3,26.250228
43,8,26.2584
49,2,26.260858
47,4,26.26573
44,7,26.274452
19,32,26.332987
10,41,26.377033
44,7,26.384734
38,13,26.401299
47,4,26.407711
45,6,26.414809
41,10,26.424829
42,9,26.436323
43,8,26.445891
45,6,26.470573
39,12,26.481348
3,48,26.538683
48,3,26.544083
49,2,26.546558
43,8,26.553949
48,3,26.557611
48,3,26.561449
48,3,26.565077
45,6,26.572843
46,5,26.579997
48,3,26.584819
47,4,26.590722
44,7,26.599612
5,46,26.668164
7,44,26.725334
44,7,26.733792
44,7,26.744889
50,1,26.746546
40,11,26.760675
46,5,26.766726
46,5,26.770944
49,2,26.773011
40,11,26.784153
30,21,26.826156
46,5,26.831199
47,4,26.836275
48,3,26.841022
38,13,26.855377
48,3,26.858819
8,43,26.902607
49,2,26.905777
48,3,26.909823
50,1,26.911714
48,3,26.91644
45,6,26.924102
49,2,26.926748
50,1,26.928342
46,5,26.934241
49,2,26.937544
45,6,26.945503
46,5,26.951186
47,4,26.95615
42,9,26.984808
47,4,26.988354
43,8,26.995912
45,6,27.003189
46,5,27.009222
44,7,27.016665
46,5,27.021621
45,6,27.031024
44,7,27.037228
50,1,27.03897
40,11,27.05092
38,13,27.065673
47,4,27.071201
43,8,27.080232
44,7,27.088681
41,10,27.099908
43,8,27.110438
47,4,27.116264
43,8,27.15061
50,1,27.152266
45,6,27.158935
42,9,27.172672
39,12,27.18257
43,8,27.190819
47,4,27.195524
47,4,27.200868
46,5,27.20813
44,7,27.217707
47,4,27.223195
47,4,27.229551
46,5,27.236832
45,6,27.245512
43,8,27.256114
48,3,27.260587
44,7,27.268095
45,6,27.274184
47,4,27.279099
44,7,27.288228
46,5,27.300089
42,9,27.311042
49,2,27.333259
44,7,27.340673
49,2,27.343472
47,4,27.34792
49,2,27.350321
45,6,27.356331
40,11,27.367128
46,5,27.372983
50,1,27.374909
45,6,27.38267
50,1,27.384601
46,5,27.39144
44,7,27.400046
50,1,27.401937
42,9,27.413939
47,4,27.418846
48,3,27.423014
47,4,27.429084
46,5,27.435847
47,4,27.441385
49,2,27.448781
48,3,27.451763
47,4,27.455796
40,11,27.467789
46,5,27.474808
47,4,27.480266
48,3,27.484456
41,10,27.517572
39,12,27.529803
24,27,27.559671
42,9,27.570703
47,4,27.576478
41,10,27.59507
47,4,27.599131
48,3,27.601924
49,2,27.60407
41,10,27.612332
46,5,27.617391
46,5,27.623479
48,3,27.627523
46,5,27.633398
50,1,27.635191
45,6,27.64281
44,7,27.649796
44,7,27.656394
49,2,27.65937
47,4,27.664346
48,3,27.686424
42,9,27.695307
48,3,27.699248
48,3,27.703559
47,4,27.709377
42,9,27.719579
42,9,27.734619
48,3,27.739237
50,1,27.741421
49,2,27.745354
49,2,27.747959
47,4,27.751657
50,1,27.75303
50,1,27.754408
46,5,27.759245
45,6,27.766126
44,7,27.775176
43,8,27.786206
37,14,27.804501
50,1,27.807087
48,3,27.812519
45,6,27.818945
49,2,27.821334
42,9,27.83193
33,18,27.876829
47,4,27.881821
43,8,27.889598
47,4,27.893668
47,4,27.897913
46,5,27.903415
38,13,27.918858
46,5,27.925568
49,2,27.928967
39,12,27.945888
43,8,27.954236
40,11,27.964924
41,10,27.976638
45,6,27.984978
45,6,27.993905
40,11,28.011913
46,5,28.017089
44,7,28.025254
45,6,28.055365
48,3,28.058732
45,6,28.064573
50,1,28.066037
44,7,28.074673
46,5,28.080816
44,7,28.08704
41,10,28.096974
40,11,28.109843
46,5,28.116089
45,6,28.123916
46,5,28.131677
46,5,28.140111
48,3,28.150856
45,6,28.156037
46,5,28.160999
47,4,28.165318
44,7,28.1728
42,9,28.183887
48,3,28.18876
48,3,28.193566
49,2,28.196847
49,2,28.200337
42,9,28.214089
37,14,28.246731
46,5,28.252336
47,4,28.257489
42,9,28.268445
42,9,28.281109
44,7,28.288504
44,7,28.299916
44,7,28.308377
47,4,28.314358
43,8,28.325696
39,12,28.342797
41,10,28.353728
42,9,28.362613
48,3,28.366266
49,2,28.369082
40,11,28.380367
46,5,28.385412
47,4,28.409518
47,4,28.413312
46,5,28.418247
49,2,28.420877
43,8,28.434546
45,6,28.441338
41,10,28.449774
48,3,28.453222
46,5,28.458569
34,17,28.477926
20,31,28.511666
43,8,28.521278
43,8,28.532288
40,11,28.548701
34,17,28.58682
47,4,28.591494
43,8,28.59992
50,1,28.601499
40,11,28.614033
41,10,28.627283
37,14,28.64661
41,10,28.655686
50,1,28.657166
46,5,28.661696
49,2,28.664346
50,1,28.666145
50,1,28.667867
43,8,28.677344
44,7,28.686375
50,1,28.693372
46,5,28.699707
45,6,28.706938
41,10,28.719009
38,13,28.736556
48,3,28.762066
48,3,28.76543
50,1,28.767168
46,5,28.77345
30,21,28.796595
48,3,28.801022
48,3,28.804833
43,8,28.814309
48,3,28.8189
48,3,28.823403
43,8,28.832236
48,3,28.836452
37,14,28.856654
40,11,28.870971
50,1,28.873168
42,9,28.885465
45,6,28.892848
48,3,28.896807
48,3,28.900956
50,1,28.902957
38,13,28.920436
47,4,28.92605
48,3,28.950292
47,4,28.954258
45,6,28.960262
44,7,28.967392
47,4,28.972163
39,12,28.98625
46,5,28.996994
41,10,29.008275
49,2,29.011609
39,12,29.028214
47,4,29.034171
42,9,29.044412
45,6,29.05158
48,3,29.055963
49,2,29.059092
50,1,29.061077
47,4,29.066212
41,10,29.076606
45,6,29.084351
45,6,29.092685
47,4,29.098964
42,9,29.133304
49,2,29.135977
37,14,29.153431
49,2,29.155579
50,1,29.157534
42,9,29.168033
42,9,29.180484
48,3,29.185471
42,9,29.197296
40,11,29.210822
35,16,29.232033
47,4,29.236272
48,3,29.239187
46,5,29.244893
43,8,29.253207
45,6,29.26392
46,5,29.269119
38,13,29.282988
49,2,29.285084
46,5,29.289809
45,6,29.313332
46,5,29.318018
46,5,29.32386
45,6,29.330925
44,7,29.340092
46,5,29.349627
50,1,29.351295
47,4,29.354898
44,7,29.361411
41,10,29.372523
46,5,29.378769
42,9,29.387819
43,8,29.397437
42,9,29.413388
40,11,29.422227
49,2,29.424528
46,5,29.430703
45,6,29.438035
48,3,29.442516
33,18,29.477705
46,5,29.482945
41,10,29.494537
34,17,29.512509
47,4,29.517995
50,1,29.520018
43,8,29.531177
40,11,29.550138
46,5,29.554901
50,1,29.556594
45,6,29.56317
40,11,29.575688
45,6,29.582043
43,8,29.590732
46,5,29.596942
45,6,29.603458
46,5,29.607766
48,3,29.610617
42,9,29.61957
48,3,29.623379
47,4,29.649249
50,1,29.650893
49,2,29.653539
44,7,29.661772
45,6,29.668795
47,4,29.673946
49,2,29.68133
45,6,29.687574
43,8,29.696656
44,7,29.70601
46,5,29.713008
46,5,29.720509
45,6,29.728039
48,3,29.731647
46,5,29.738016
50,1,29.740356
45,6,29.748103
40,11,29.758679
49,2,29.762178
45,6,29.769774
47,4,29.775733
42,9,29.787514
47,4,29.792607
47,4,29.798828
48,3,29.803707
38,13,29.839853
45,6,29.846865
44,7,29.853441
43,8,29.860166
50,1,29.861494
47,4,29.86587
46,5,29.871809
47,4,29.87657
43,8,29.885804
49,2,29.888842
47,4,29.894786
47,4,29.900753
44,7,29.910686
46,5,29.918607
13,38,29.967276
44,7,29.974292
43,8,29.983039
40,11,30.014378
46,5,30.019901
45,6,30.027127
44,7,30.036042
48,3,30.040633
46,5,30.046638
46,5,30.050961
48,3,30.053825
45,6,30.060344
50,1,30.062054
49,2,30.064689
45,6,30.071403
50,1,30.073534
43,8,30.084515
43,8,30.102544
48,3,30.106733
47,4,30.111663
43,8,30.120553
42,9,30.131985
49,2,30.135232
47,4,30.141703
33,18,30.160742
46,5,30.166498
46,5,30.192568
19,32,30.226032
48,3,30.230155
45,6,30.241502
40,11,30.251244
42,9,30.259837
45,6,30.266262
45,6,30.272983
38,13,30.288715
50,1,30.290969
42,9,30.304573
45,6,30.310234
47,4,30.314167
46,5,30.320891
50,1,30.322895
45,6,30.330024
50,1,30.331972
46,5,30.339122
48,3,30.363725
48,3,30.366742
47,4,30.370688
38,13,30.390064
49,2,30.393431
49,2,30.396271
40,11,30.407125
45,6,30.414845
39,12,30.429328
47,4,30.434774
48,3,30.439155
48,3,30.4437
49,2,30.447402
47,4,30.452976
45,6,30.460865
49,2,30.46289
47,4,30.466597
49,2,30.468677
46,5,30.473869
49,2,30.47671
48,3,30.480602
48,3,30.484467
48,3,30.488553
46,5,30.495276
47,4,30.501277
50,1,30.503372
45,6,30.515718
36,15,30.550475
46,5,30.555318
47,4,30.559916
50,1,30.561778
38,13,30.57692
46,5,30.583138
43,8,30.592922
40,11,30.601964
47,4,30.606064
47,4,30.610101
41,10,30.621461
27,24,30.654722
48,3,30.657576
47,4,30.662523
48,3,30.666481
47,4,30.671382
38,13,30.68718
46,5,30.694306
45,6,30.720635
45,6,30.726895
47,4,30.731751
45,6,30.738526
44,7,30.748343
42,9,30.756504
50,1,30.758222
40,11,30.770828
36,15,30.791879
48,3,30.794981
45,6,30.801745
42,9,30.812024
47,4,30.817913
41,10,30.830721
47,4,30.836081
50,1,30.838298
46,5,30.846031
45,6,30.853893
46,5,30.861171
35,16,30.900801
36,15,30.915867
40,11,30.93033
45,6,30.937049
45,6,30.943887
47,4,30.94883
49,2,30.951231
44,7,30.958596
45,6,30.965467
44,7,30.972938
50,1,30.974679
44,7,30.9835
42,9,30.995351
47,4,31.001246
46,5,31.009742
47,4,31.015912
47,4,31.0218
44,7,31.032008
43,8,31.044352
45,6,31.052648
46,5,31.058232
43,8,31.08881
50,1,31.090506
41,10,31.100869
49,2,31.103286
46,5,31.10838
45,6,31.11438
43,8,31.123011
49,2,31.125427
45,6,31.132782
44,7,31.14175
41,10,31.154414
45,6,31.160905
44,7,31.169961
48,3,31.174534
50,1,31.176741
45,6,31.184741
43,8,31.195044
42,9,31.211504
47,4,31.215001
41,10,31.223973
30,21,31.263771
16,35,31.300183
16,35,31.341212
48,3,31.344711
44,7,31.351154
44,7,31.358047
47,4,31.362615
44,7,31.370725
46,5,31.377594
36,15,31.416812
45,6,31.423116
47,4,31.427594
46,5,31.433078
45,6,31.440062
47,4,31.446132
47,4,31.44979
45,6,31.454924
46,5,31.460152
44,7,31.471961
43,8,31.479271
47,4,31.483874
45,6,31.49108
23,28,31.526381
45,6,31.535979
43,8,31.550758
45,6,31.557974
22,29,31.605254
43,8,31.617783
41,10,31.628715
37,14,31.645175
27,24,31.669772
42,9,31.68086
40,11,31.694811
47,4,31.699188
50,1,31.700752
46,5,31.707191
49,2,31.71036
50,1,31.712258
36,15,31.733082
43,8,31.743353
47,4,31.767996
47,4,31.772319
42,9,31.781868
50,1,31.783534
44,7,31.792293
47,4,31.797943
47,4,31.803676
43,8,31.814569
50,1,31.816646
45,6,31.825189
32,19,31.845105
47,4,31.850086
43,8,31.857521
47,4,31.861265
48,3,31.864061
46,5,31.873954
46,5,31.879776
45,6,31.886716
46,5,31.893054
44,7,31.900461
47,4,31.904602
43,8,31.913059
47,4,31.937689
45,6,31.944147
46,5,31.950249
48,3,31.953653
50,1,31.955023
47,4,31.9586
45,6,31.964154
39,12,31.977255
39,12,31.991164
47,4,31.997104
47,4,32.002573
41,10,32.01917
40,11,32.032333
46,5,32.038286
45,6,32.047366
46,5,32.053275
49,2,32.056062
50,1,32.057865
48,3,32.06173
45,6,32.068177
47,4,32.072331
44,7,32.080382
44,7,32.088628
43,8,32.115248
48,3,32.118563
43,8,32.126936
47,4,32.132051
41,10,32.142446
42,9,32.15499
40,11,32.163821
50,1,32.165222
43,8,32.173938
46,5,32.179783
46,5,32.18558
47,4,32.190724
42,9,32.203137
48,3,32.207955
43,8,32.218062
45,6,32.225423
48,3,32.229788
41,10,32.241537
43,8,32.253051
47,4,32.2583
43,8,32.288429
32,19,32.311337
41,10,32.323905
50,1,32.325937
44,7,32.335644
45,6,32.343167
48,3,32.347774
44,7,32.355234
45,6,32.362348
39,12,32.376082
44,7,32.385101
48,3,32.389547
43,8,32.399054
48,3,32.402969
45,6,32.411428
45,6,32.424773
50,1,32.426954
45,6,32.432937
45,6,32.438226
46,5,32.444903
46,5,32.465972
47,4,32.469745
44,7,32.476059
50,1,32.477575
40,11,32.488747
37,14,32.504531
48,3,32.509098
41,10,32.521873
47,4,32.527626
39,12,32.543727
42,9,32.559699
49,2,32.562894
43,8,32.572183
48,3,32.575552
44,7,32.583225
49,2,32.586281
47,4,32.591351
37,14,32.606621
48,3,32.610347
45,6,32.617804
47,4,32.64097
45,6,32.647543
45,6,32.654259
50,1,32.656269
45,6,32.663528
46,5,32.670236
45,6,32.678583
43,8,32.689228
46,5,32.694782
45,6,32.706964
49,2,32.709344
41,10,32.71978
42,9,32.730069
40,11,32.743858
44,7,32.753233
48,3,32.757149
43,8,32.766006
44,7,32.775312
40,11,32.790583
48,3,32.795938
45,6,32.823672
41,10,32.8326
48,3,32.836054
47,4,32.840465
50,1,32.842327
49,2,32.851293
49,2,32.854633
47,4,32.85912
50,1,32.860558
42,9,32.868413
50,1,32.870223
43,8,32.879316
33,18,32.898966
44,7,32.905932
48,3,32.909634
47,4,32.915399
46,5,32.922595
40,11,32.935512
40,11,32.950955
47,4,32.955642
46,5,32.959937
48,3,32.962847
49,2,32.964819
45,6,32.975252
39,12,33.003508
31,20,33.025568
50,1,33.027526
44,7,33.036185
46,5,33.042947
44,7,33.052317
48,3,33.055971
45,6,33.062081
46,5,33.067371
44,7,33.074498
42,9,33.085398
47,4,33.091204
43,8,33.101794
48,3,33.112271
48,3,33.115212
47,4,33.118765
47,4,33.122473
43,8,33.130902
45,6,33.137729
45,6,33.144254
43,8,33.168797
46,5,33.173485
43,8,33.181293
50,1,33.18286
46,5,33.189139
47,4,33.194595
45,6,33.202273
44,7,33.211064
38,13,33.225428
43,8,33.236036
38,13,33.252831
48,3,33.255771
39,12,33.268005
41,10,33.279751
46,5,33.286238
50,1,33.288223
45,6,33.296178
48,3,33.300564
48,3,33.30448
41,10,33.316196
43,8,33.346363
46,5,33.352002
48,3,33.355467
48,3,33.359211
41,10,33.370379
48,3,33.374376
37,14,33.394263
47,4,33.398237
40,11,33.409447
34,17,33.426298
42,9,33.435675
40,11,33.448153
47,4,33.453979
46,5,33.461101
48,3,33.465264
42,9,33.476255
34,17,33.515497
33,18,33.536739
49,2,33.53939
49,2,33.542003
43,8,33.551189
44,7,33.55999
39,12,33.573743
47,4,33.577485
46,5,33.582196
40,11,33.593555
48,3,33.597293
44,7,33.607647
45,6,33.616656
39,12,33.633009
46,5,33.644176
50,1,33.646596
44,7,33.655546
47,4,33.659658
47,4,33.663095
45,6,33.687686
44,7,33.694089
46,5,33.698738
44,7,33.706226
45,6,33.712912
43,8,33.721703
38,13,33.73833
47,4,33.744352
41,10,33.756617
42,9,33.767185
44,7,33.775906
47,4,33.786145
40,11,33.799062
49,2,33.802197
43,8,33.811722
50,1,33.813464
40,11,33.82546
49,2,33.828594
43,8,33.838178
40,11,33.871576
42,9,33.881699
43,8,33.89107
50,1,33.892987
45,6,33.8999
47,4,33.904721
45,6,33.911817
47,4,33.916696
46,5,33.929718
42,9,33.938241
46,5,33.942637
42,9,33.95237
41,10,33.963529
41,10,33.975999
49,2,33.979272
50,1,33.981704
48,3,33.986693
39,12,34.003837
48,3,34.009603
47,4,34.01657
48,3,34.021479
49,2,34.024573
39,12,34.058216
47,4,34.061913
44,7,34.068352
45,6,34.079508
47,4,34.083547
45,6,34.089477
43,8,34.099109
33,18,34.117585
48,3,34.121852
44,7,34.130501
41,10,34.144711
48,3,34.149411
48,3,34.153393
39,12,34.163226
45,6,34.168659
50,1,34.170329
45,6,34.176631
46,5,34.182208
50,1,34.183909
42,9,34.218141
43,8,34.22716
34,17,34.244959
48,3,34.249617
42,9,34.258468
43,8,34.266714
39,12,34.281508
43,8,34.292057
47,4,34.297849
41,10,34.311343
46,5,34.319234
45,6,34.328868
30,21,34.357523
44,7,34.363463
50,1,34.364753
38,13,34.396019
47,4,34.399816
43,8,34.406866
46,5,34.411922
45,6,34.418091
45,6,34.42528
49,2,34.427705
50,1,34.429133
48,3,34.432301
49,2,34.434586
50,1,34.436041
45,6,34.442964
43,8,34.452236
46,5,34.457467
43,8,34.469844
40,11,34.48157
48,3,34.485428
46,5,34.492499
48,3,34.497339
45,6,34.504536
49,2,34.507379
47,4,34.512176
48,3,34.515503
43,8,34.523594
47,4,34.528221
44,7,34.536192
45,6,34.566328
39,12,34.578785
47,4,34.583952
50,1,34.585867
50,1,34.587768
50,1,34.589324
49,2,34.591453
48,3,34.594308
40,11,34.603902
42,9,34.617428
37,14,34.634092
46,5,34.640973
48,3,34.645976
45,6,34.654407
46,5,34.658804
45,6,34.664052
45,6,34.670414
47,4,34.674904
45,6,34.682673
48,3,34.687184
46,5,34.694196
47,4,34.699679
50,1,34.701897
47,4,34.707852
44,7,34.718294
50,1,34.720876
48,3,34.743903
49,2,34.747367
46,5,34.751827
43,8,34.762656
47,4,34.76653
47,4,34.771068
49,2,34.773402
45,6,34.77858
43,8,34.786372
38,13,34.802052
47,4,34.807934
50,1,34.810174
48,3,34.814895
48,3,34.819834
47,4,34.826151
43,8,34.837807
48,3,34.843014
34,17,34.86285
50,1,34.864624
47,4,34.871207
46,5,34.876999
43,8,34.890082
47,4,34.895147
46,5,34.900667
49,2,34.903183
47,4,34.930134
44,7,34.936157
45,6,34.942155
43,8,34.950403
45,6,34.955604
42,9,34.96497
42,9,34.975918
50,1,34.977751
49,2,34.980793
50,1,34.982756
47,4,34.987947
48,3,34.991954
33,18,35.013488
50,1,35.015711
48,3,35.020859
45,6,35.033102
47,4,35.036705
49,2,35.038768
49,2,35.041238
46,5,35.047145
48,3,35.050933
48,3,35.053761
7,44,35.114792
45,6,35.121746
46,5,35.127737
38,13,35.143435
46,5,35.150478
47,4,35.155088
46,5,35.165259
44,7,35.172771
48,3,35.176361
50,1,35.17812
25,26,35.206716
35,16,35.228602
36,15,35.245943
44,7,35.271183
42,9,35.280321
42,9,35.289797
44,7,35.302046
47,4,35.306642
45,6,35.313657
48,3,35.317426
50,1,35.319172
17,34,35.358843
49,2,35.361733
43,8,35.370929
42,9,35.378923
42,9,35.387986
49,2,35.390554
36,15,35.406446
50,1,35.407989
44,7,35.437249
49,2,35.439583
43,8,35.44872
42,9,35.457293
42,9,35.46579
47,4,35.470153
50,1,35.471801
50,1,35.473487
48,3,35.47753
46,5,35.485294
47,4,35.4916
42,9,35.504299
47,4,35.511288
50,1,35.51364
43,8,35.525029
39,12,35.538321
50,1,35.540246
40,11,35.553461
45,6,35.56402
47,4,35.568608
47,4,35.573707
43,8,35.583519
47,4,35.589349
46,5,35.596622
47,4,35.620808
48,3,35.624469
45,6,35.631354
47,4,35.636518
48,3,35.64094
42,9,35.652573
47,4,35.658823
48,3,35.663363
48,3,35.667675
47,4,35.672765
49,2,35.675849
46,5,35.681952
37,14,35.699377
48,3,35.704544
47,4,35.711284
44,7,35.725146
47,4,35.728746
49,2,35.730869
48,3,35.734634
47,4,35.73995
48,3,35.744039
43,8,35.754059
46,5,35.758622
47,4,35.762194
40,11,35.773609
47,4,35.778523
43,8,35.807683
45,6,35.814789
45,6,35.822389
48,3,35.826681
48,3,35.831136
50,1,35.833113
48,3,35.837118
47,4,35.842113
46,5,35.849172
46,5,35.854431
36,15,35.872593
46,5,35.879034
40,11,35.891702
47,4,35.897109
39,12,35.911272
48,3,35.914955
49,2,35.917674
49,2,35.920243
47,4,35.924842
45,6,35.931448
35,16,35.950107
47,4,35.955451
40,11,35.985727
42,9,36.001337
49,2,36.004167
46,5,36.009726
45,6,36.016103
45,6,36.023592
45,6,36.031513
48,3,36.036321
47,4,36.042814
37,14,36.059859
48,3,36.064137
43,8,36.075412
50,1,36.077554
43,8,36.088638
47,4,36.093923
49,2,36.096917
45,6,36.104728
40,11,36.120281
36,15,36.143519
46,5,36.150053
44,7,36.178684
45,6,36.184973
45,6,36.192314
44,7,36.200871
48,3,36.205153
41,10,36.216854
41,10,36.228132
50,1,36.230182
43,8,36.240635
28,23,36.267058
49,2,36.269991
46,5,36.27663
46,5,36.287638
49,2,36.289755
50,1,36.291115
47,4,36.294701
44,7,36.302542
50,1,36.30437
42,9,36.31651
43,8,36.325531
50,1,36.327281
50,1,36.329187
38,13,36.360494
45,6,36.366988
49,2,36.369634
43,8,36.378644
44,7,36.388118
47,4,36.393832
45,6,36.402516
39,12,36.416589
49,2,36.41877
42,9,36.431837
48,3,36.435395
50,1,36.43715
50,1,36.439177
49,2,36.442229
44,7,36.452155
47,4,36.457722
45,6,36.463555
48,3,36.466573
